EndNodes_1,EndNodes_2,Weight
1190005F20Rik,Cdc73,1
1190005F20Rik,Gtf3a,1
1190005F20Rik,Irf2bp1,1
1190005I06Rik,Mapk13,1
1190007F08Rik,Otud7b,1
1190007I07Rik,Spata24,1
1200009I06Rik,Cd34,1
1200009I06Rik,Lmo2,1
1200009I06Rik,Notch4,1
1200009I06Rik,Ramp2,1
1200011I18Rik,Akirin2,1
1200011I18Rik,Med6,1
1200011I18Rik,Rbbp4,1
1200011I18Rik,Rfxap,1
1200011I18Rik,Snw1,1
1200011I18Rik,Tceb1,1
1200011I18Rik,Tsg101,1
1200011I18Rik,Zfp560,1
1200011M11Rik,2610507I01Rik,1
1200011M11Rik,Arhgap12,1
1200011M11Rik,Ccbl1,1
1200011M11Rik,Ccdc64b,1
1200011M11Rik,Cox7a1,1
1200011M11Rik,Ell3,1
1200011M11Rik,Ephb6,1
1200011M11Rik,Foxo3,1
1200011M11Rik,Gng7,1
1200011M11Rik,Itpkc,1
1200011M11Rik,Kif1c,1
1200011M11Rik,Marveld2,1
1200011M11Rik,Nanos3,1
1200011M11Rik,Nhedc2,1
1200011M11Rik,Ninl,1
1200011M11Rik,Pard6b,1
1200011M11Rik,Phc3,1
1200011M11Rik,Pkp3,1
1200011M11Rik,Polr1a,1
1200011M11Rik,Rasgrp1,1
1200011M11Rik,Sall1,1
1200011M11Rik,Sbsn,1
1200011M11Rik,Slc25a13,1
1200011M11Rik,Src,1
1200011M11Rik,Trp53bp2,1
1200011M11Rik,Ttll10,1
1300002E11Rik,Gps2,1
1300002K09Rik,Ankrd1,1
1300002K09Rik,Cdh3,1
1300002K09Rik,Crp,1
1300002K09Rik,Erbb3,1
1300002K09Rik,Erbb4,1
1300002K09Rik,Fgfr2,1
1300002K09Rik,Fgfr3,1
1300002K09Rik,Fgfr4,1
1300002K09Rik,Fkbp6,1
1300002K09Rik,Foxj1,1
1300002K09Rik,Gm98,1
1300002K09Rik,Grhl2,1
1300002K09Rik,Hpn,1
1300002K09Rik,Map3k13,1
1300002K09Rik,Nanos3,1
1300002K09Rik,Nfe2l3,1
1300002K09Rik,Onecut1,1
1300002K09Rik,Pkp3,1
1300002K09Rik,Ptgfr,1
1300002K09Rik,Sall1,1
1300002K09Rik,Stat4,1
1300002K09Rik,Trf,1
1300002K09Rik,Vwc2,1
1300002K09Rik,Wnt7b,1
1300002K09Rik,Zfp750,1
1300018J18Rik,Dnaja3,1
1500002O20Rik,Aktip,1
1500002O20Rik,Csde1,1
1500002O20Rik,Dnaja3,1
1500002O20Rik,Exoc7,1
1500002O20Rik,Gsr,1
1500002O20Rik,Itpa,1
1500002O20Rik,Kat5,1
1500002O20Rik,Ninj1,1
1500002O20Rik,Poldip3,1
1500002O20Rik,Psmd5,1
1500002O20Rik,Psmf1,1
1500002O20Rik,Slc35a1,1
1500002O20Rik,Snupn,1
1500003O03Rik,4931406C07Rik,1
1500003O03Rik,Echs1,1
1500003O03Rik,Fxyd3,1
1500003O03Rik,Mettl21d,1
1500003O03Rik,Pdzk1ip1,1
1500003O03Rik,Sdsl,1
1500003O03Rik,Tmem141,1
1500009L16Rik,Cpb2,1
1500009L16Rik,Galr3,1
1500009L16Rik,Ikzf3,1
1500009L16Rik,Npnt,1
1500011B03Rik,2900056M20Rik,1
1500011B03Rik,Actl6b,1
1500011B03Rik,Celf3,1
1500011B03Rik,Celf4,1
1500011B03Rik,Cnot6l,1
1500011B03Rik,Mapre3,1
1500011B03Rik,Mterfd3,1
1500011B03Rik,Myef2,1
1500011B03Rik,Rybp,1
1500011B03Rik,Zfp827,1
1500011H22Rik,Mapre3,1
1500011H22Rik,Psip1,1
1500011H22Rik,Tdrkh,1
1500011K16Rik,Ift57,1
1500012F01Rik,Rpl11,1
1500012F01Rik,Rpl13a,1
1500012F01Rik,Rps13,1
1500012K07Rik,Pou3f4,1
1500015A07Rik,Actl6b,1
1500015A07Rik,Ppp2r5b,1
1500015A07Rik,Scrt2,1
1500016L03Rik,Dnajc3,1
1500032L24Rik,Cdkn1b,1
1500032L24Rik,Larp7,1
1500032L24Rik,Med31,1
1500032L24Rik,Paip2,1
1600012F09Rik,Aarsd1,1
1600012F09Rik,Commd8,1
1600012F09Rik,Eif3d,1
1600012F09Rik,Gatc,1
1600012F09Rik,Psen1,1
1600012F09Rik,Rnaseh2b,1
1600012F09Rik,Spop,1
1600020E01Rik,Bcl3,1
1600029D21Rik,Atp1b1,1
1600029D21Rik,Cdh1,1
1700001G17Rik,Abcg1,1
1700001G17Rik,Atp2b4,1
1700001O22Rik,Fzd5,1
1700003M07Rik,Csf3,1
1700007L15Rik,Dusp5,1
1700007L15Rik,Kdm5c,1
1700007L15Rik,Rbm4,1
1700011H14Rik,Ankrd1,1
1700011H14Rik,Enc1,1
1700011H14Rik,Erbb4,1
1700011H14Rik,Fgfr2,1
1700011H14Rik,Fgfr3,1
1700011H14Rik,Fgfr4,1
1700011H14Rik,Grhl2,1
1700011H14Rik,Hpn,1
1700011H14Rik,Id2,1
1700011H14Rik,Jub,1
1700011H14Rik,Nfe2l3,1
1700011H14Rik,Onecut1,1
1700011H14Rik,Pkhd1,1
1700011H14Rik,Ptgfr,1
1700011H14Rik,Stat4,1
1700011H14Rik,Wnt7b,1
1700013G23Rik,Sap30,1
1700019D03Rik,Gas6,-1
1700019D03Rik,Klf1,1
1700019D03Rik,Nfib,-1
1700019E19Rik,Flna,1
1700019E19Rik,Lims1,1
1700023F06Rik,2900056M20Rik,1
1700023F06Rik,Actl6b,1
1700023F06Rik,Cdk5r1,1
1700023F06Rik,Celf3,1
1700023F06Rik,Celf4,1
1700023F06Rik,Mapre3,1
1700023F06Rik,Msl3l2,1
1700023F06Rik,Myef2,1
1700023F06Rik,Myt1,1
1700023F06Rik,Rims2,1
1700026J04Rik,Cer1,1
1700026J04Rik,Lmo3,1
1700026J04Rik,Neurog3,1
1700026J04Rik,Rbfox3,1
1700029J07Rik,Chd4,1
1700030C10Rik,Cc2d1a,1
1700030C10Rik,Supt5h,1
1700037H04Rik,Csnk1e,1
1700037H04Rik,Paf1,1
1700037H04Rik,Ppie,1
1700037H04Rik,Tnip1,1
1700045I19Rik,Aplp1,1
1700045I19Rik,Celf3,1
1700045I19Rik,Mir7b,1
1700045I19Rik,Myef2,1
