locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
ENSMUSG00000049612,Omg,1,349,NE,Nonessential
ENSMUSG00000049624,Slc17a5,1,349,E,Essential
ENSMUSG00000049649,Gpr3,1,349,NE,Nonessential
ENSMUSG00000049672,Zfp161,1,349,NE,Nonessential
ENSMUSG00000049674,Olfr714,1,349,NE,Nonessential
ENSMUSG00000049685,Cyp2g1,1,349,NE,Nonessential
ENSMUSG00000049686,Orai1,1,349,E,Essential
ENSMUSG00000049691,Nkx3-2,1,349,E,Essential
ENSMUSG00000049699,Ucn2,1,349,NE,Nonessential
ENSMUSG00000049709,Nlrp10,1,349,NE,Nonessential
ENSMUSG00000049717,Lig4,1,349,E,Essential
ENSMUSG00000049721,Gal3st1,1,349,E,Essential
ENSMUSG00000049723,Mmp12,1,349,NE,Nonessential
ENSMUSG00000049734,Trex1,1,349,E,Essential
ENSMUSG00000049741,Rxfp4,1,349,NE,Nonessential
ENSMUSG00000049744,Arhgap15,1,349,NE,Nonessential
ENSMUSG00000049761,4930479M11Rik,1,349,E,Essential
ENSMUSG00000049775,Tmsb4x,1,349,E,Essential
ENSMUSG00000049791,Fzd4,1,349,E,Essential
ENSMUSG00000049796,Crh,1,349,NE,Nonessential
ENSMUSG00000049800,Sertad2,1,349,NE,Nonessential
ENSMUSG00000049807,Arhgap23,1,349,NE,Nonessential
ENSMUSG00000049811,Fam161a,1,349,NE,Nonessential
ENSMUSG00000049871,Nlrc3,1,349,NE,Nonessential
ENSMUSG00000049878,Rlf,1,349,E,Essential
ENSMUSG00000049892,Rasd1,1,349,NE,Nonessential
ENSMUSG00000049908,Gja8,1,349,NE,Nonessential
ENSMUSG00000049922,Slc35c1,1,349,E,Essential
ENSMUSG00000049928,Glp2r,1,349,NE,Nonessential
ENSMUSG00000049929,Lpar4,1,349,E,Essential
ENSMUSG00000049932,H2afx,1,349,NE,Nonessential
ENSMUSG00000049939,Lrrc4,1,349,NE,Nonessential
ENSMUSG00000049957,Ccdc137,1,349,E,Essential
ENSMUSG00000050002,5133401N09Rik,1,349,NE,Nonessential
ENSMUSG00000050010,Shisa3,1,349,NE,Nonessential
ENSMUSG00000050017,Pitpnb,1,349,E,Essential
ENSMUSG00000050052,2610019F03Rik,1,349,NE,Nonessential
ENSMUSG00000050058,Prm3,1,349,NE,Nonessential
ENSMUSG00000050063,Klk6,1,349,NE,Nonessential
ENSMUSG00000050069,Grem2,1,349,NE,Nonessential
ENSMUSG00000050071,Bex1,1,349,NE,Nonessential
ENSMUSG00000050089,Akap4,1,349,E,Essential
ENSMUSG00000050100,Hmx2,1,349,E,Essential
ENSMUSG00000050106,Tmc8,1,349,NE,Nonessential
ENSMUSG00000050132,Sarm1,1,349,NE,Nonessential
ENSMUSG00000050147,F2rl3,1,349,NE,Nonessential
ENSMUSG00000050164,Mchr1,1,349,NE,Nonessential
ENSMUSG00000050188,Lsm10,1,349,E,Essential
ENSMUSG00000050199,Lgr4,1,349,E,Essential
ENSMUSG00000050213,Snip1,1,349,E,Essential
ENSMUSG00000050229,Pigm,1,349,E,Essential
ENSMUSG00000050232,Cxcr3,1,349,NE,Nonessential
ENSMUSG00000050234,Gja4,1,349,E,Essential
ENSMUSG00000050240,Hic2,1,349,E,Essential
ENSMUSG00000050241,Klre1,1,349,NE,Nonessential
ENSMUSG00000050248,Evc2,1,349,E,Essential
ENSMUSG00000050271,D8Ertd82e,1,349,E,Essential
ENSMUSG00000050272,Dscam,1,349,E,Essential
ENSMUSG00000050288,Fzd2,1,349,E,Essential
ENSMUSG00000050295,Foxc1,1,349,E,Essential
ENSMUSG00000050296,Abca12,1,349,E,Essential
ENSMUSG00000050310,Rictor,1,349,E,Essential
ENSMUSG00000050315,Synpo2,1,349,E,Essential
ENSMUSG00000050321,Neto1,1,349,NE,Nonessential
ENSMUSG00000050332,Fam123b,1,349,E,Essential
ENSMUSG00000050334,C130071C03Rik,1,349,NE,Nonessential
ENSMUSG00000050335,Lgals3,1,349,NE,Nonessential
ENSMUSG00000050350,Gpr18,1,349,NE,Nonessential
ENSMUSG00000050357,Rltpr,1,349,NE,Nonessential
ENSMUSG00000050368,Hoxd10,1,349,NE,Nonessential
ENSMUSG00000050370,Ch25h,1,349,NE,Nonessential
ENSMUSG00000050377,Il31ra,1,349,NE,Nonessential
ENSMUSG00000050379,Sept6,1,349,NE,Nonessential
ENSMUSG00000050382,Kif7,1,349,E,Essential
ENSMUSG00000050395,Tnfsf15,1,349,NE,Nonessential
ENSMUSG00000050397,Foxl2,1,349,E,Essential
ENSMUSG00000050410,Tcf19,1,349,NE,Nonessential
ENSMUSG00000050425,Mrgprb2,1,349,NE,Nonessential
ENSMUSG00000050440,Hamp,1,349,NE,Nonessential
ENSMUSG00000050445,Cyp8b1,1,349,NE,Nonessential
ENSMUSG00000050447,Lypd6,1,349,E,Essential
ENSMUSG00000050468,Astl,1,349,NE,Nonessential
ENSMUSG00000050473,Slc35d3,1,349,NE,Nonessential
ENSMUSG00000050503,Fbxl22,1,349,NE,Nonessential
ENSMUSG00000050511,Oprd1,1,349,NE,Nonessential
ENSMUSG00000050534,Htr5b,1,349,NE,Nonessential
ENSMUSG00000050541,Adra1b,1,349,E,Essential
ENSMUSG00000050556,Kcnb1,1,349,NE,Nonessential
ENSMUSG00000050558,Prokr2,1,349,E,Essential
ENSMUSG00000050567,Maml1,1,349,E,Essential
ENSMUSG00000050578,Mmp13,1,349,NE,Nonessential
ENSMUSG00000050587,Lrrc4c,1,349,NE,Nonessential
ENSMUSG00000050612,Txndc2,1,349,NE,Nonessential
ENSMUSG00000050623,1700019N12Rik,1,349,E,Essential
ENSMUSG00000050675,Gp1ba,1,349,NE,Nonessential
ENSMUSG00000050697,Prkaa1,1,349,NE,Nonessential
ENSMUSG00000050730,Arhgap42,1,349,NE,Nonessential
ENSMUSG00000050732,Vamp8,1,349,E,Essential
ENSMUSG00000050737,Ptges,1,349,NE,Nonessential
ENSMUSG00000050761,Gp1bb,1,349,NE,Nonessential
ENSMUSG00000050762,Prss27,1,349,NE,Nonessential
ENSMUSG00000050783,Htr1f,1,349,NE,Nonessential
ENSMUSG00000050822,Slc29a4,1,349,NE,Nonessential
ENSMUSG00000050824,Sstr5,1,349,NE,Nonessential
ENSMUSG00000050860,Phospho1,1,349,NE,Nonessential
ENSMUSG00000050875,A730017C20Rik,1,349,NE,Nonessential
ENSMUSG00000050896,Rtn4rl2,1,349,NE,Nonessential
ENSMUSG00000050901,Mtnr1b,1,349,NE,Nonessential
ENSMUSG00000050912,Tmem123,1,349,NE,Nonessential
ENSMUSG00000050917,Fgf4,1,349,E,Essential
ENSMUSG00000050919,Zfp366,1,349,NE,Nonessential
ENSMUSG00000050931,Sgms2,1,349,NE,Nonessential
ENSMUSG00000050953,Gja1,1,349,E,Essential
ENSMUSG00000050957,Insl6,1,349,E,Essential
ENSMUSG00000050963,Kcns2,1,349,NE,Nonessential
ENSMUSG00000050965,Prkca,1,349,NE,Nonessential
ENSMUSG00000050966,Lin28a,1,349,E,Essential
ENSMUSG00000050989,Sepn1,1,349,NE,Nonessential
ENSMUSG00000051022,Hs3st1,1,349,E,Essential
ENSMUSG00000051043,Gprc5c,1,349,NE,Nonessential
ENSMUSG00000051050,Spink14,1,349,NE,Nonessential
ENSMUSG00000051056,Gja10,1,349,NE,Nonessential
ENSMUSG00000051076,Vtcn1,1,349,NE,Nonessential
ENSMUSG00000051079,Rgs13,1,349,NE,Nonessential
ENSMUSG00000051111,Sv2c,1,349,NE,Nonessential
ENSMUSG00000051136,Ghsr,1,349,NE,Nonessential
ENSMUSG00000051147,Nat2,1,349,NE,Nonessential
ENSMUSG00000051149,Adnp,1,349,E,Essential
ENSMUSG00000051153,Tas2r105,1,349,NE,Nonessential
ENSMUSG00000051159,Cited1,1,349,E,Essential
ENSMUSG00000051176,Zfp42,1,349,E,Essential
ENSMUSG00000051177,Plcb1,1,349,E,Essential
ENSMUSG00000051207,Mrgprd,1,349,NE,Nonessential
ENSMUSG00000051212,Gpr183,1,349,NE,Nonessential
ENSMUSG00000051228,Nyx,1,349,NE,Nonessential
ENSMUSG00000051234,Rnf7,1,349,E,Essential
ENSMUSG00000051236,Msrb3,1,349,NE,Nonessential
ENSMUSG00000051243,Islr2,1,349,E,Essential
ENSMUSG00000051246,A930005I04Rik,1,349,NE,Nonessential
ENSMUSG00000051251,Nhlh1,1,349,E,Essential
ENSMUSG00000051279,Gdf6,1,349,E,Essential
ENSMUSG00000051306,Usp42,1,349,E,Essential
ENSMUSG00000051314,Ffar2,1,349,NE,Nonessential
ENSMUSG00000051316,Taf7,1,349,E,Essential
ENSMUSG00000051331,Cacna1c,1,349,E,Essential
ENSMUSG00000051339,2900026A02Rik,1,349,NE,Nonessential
ENSMUSG00000051343,Rab11fip5,1,349,NE,Nonessential
ENSMUSG00000051355,Commd1,1,349,E,Essential
ENSMUSG00000051359,Ncald,1,349,E,Essential
ENSMUSG00000051367,Six1,1,349,E,Essential
ENSMUSG00000051379,Flrt3,1,349,E,Essential
ENSMUSG00000051391,Ywhag,1,349,NE,Nonessential
ENSMUSG00000051413,Plagl2,1,349,E,Essential
ENSMUSG00000051431,Gpr87,1,349,NE,Nonessential
ENSMUSG00000051439,Cd14,1,349,NE,Nonessential
ENSMUSG00000051444,Bbs12,1,349,NE,Nonessential
ENSMUSG00000051457,Spn,1,349,NE,Nonessential
ENSMUSG00000051469,Zfp191,1,349,E,Essential
ENSMUSG00000051495,Irf2bp2,1,349,E,Essential
ENSMUSG00000051497,Kcnj16,1,349,NE,Nonessential
ENSMUSG00000051498,Tlr6,1,349,E,Essential
ENSMUSG00000051504,Siglech,1,349,NE,Nonessential
ENSMUSG00000051510,Mafg,1,349,E,Essential
ENSMUSG00000051518,Rps19bp1,1,349,E,Essential
ENSMUSG00000051582,Otud6a,1,349,NE,Nonessential
ENSMUSG00000051596,Otop1,1,349,NE,Nonessential
ENSMUSG00000051617,Krt9,1,349,NE,Nonessential
ENSMUSG00000051627,Hist1h1e,1,349,NE,Nonessential
ENSMUSG00000051650,B3gnt2,1,349,NE,Nonessential
ENSMUSG00000051669,AU021092,1,349,E,Essential
ENSMUSG00000051675,Trim32,1,349,NE,Nonessential
ENSMUSG00000051747,Ttn,1,349,E,Essential
ENSMUSG00000051768,Xrcc1,1,349,E,Essential
ENSMUSG00000051817,Sox12,1,349,NE,Nonessential
ENSMUSG00000051839,Gypa,1,349,NE,Nonessential
ENSMUSG00000051855,Mest,1,349,E,Essential
ENSMUSG00000051879,Krt71,1,349,NE,Nonessential
ENSMUSG00000051896,1700011F03Rik,1,349,NE,Nonessential
ENSMUSG00000051910,Sox6,1,349,E,Essential
ENSMUSG00000051920,Rspo2,1,349,E,Essential
ENSMUSG00000051965,Nanos2,1,349,E,Essential
ENSMUSG00000051977,Prdm9,1,349,E,Essential
ENSMUSG00000051980,Casr,1,349,E,Essential
ENSMUSG00000051998,Lax1,1,349,NE,Nonessential
ENSMUSG00000052013,Btla,1,349,NE,Nonessential
ENSMUSG00000052040,Klf13,1,349,NE,Nonessential
ENSMUSG00000052062,Pard3b,1,349,NE,Nonessential
ENSMUSG00000052085,Dock8,1,349,NE,Nonessential
ENSMUSG00000052087,Rgs14,1,349,E,Essential
ENSMUSG00000052102,Gnpda1,1,349,E,Essential
ENSMUSG00000052131,Akr1b7,1,349,NE,Nonessential
ENSMUSG00000052133,Sema5b,1,349,NE,Nonessential
ENSMUSG00000052135,Foxo6,1,349,NE,Nonessential
ENSMUSG00000052139,Bre,1,349,NE,Nonessential
ENSMUSG00000052144,Ppp4r2,1,349,E,Essential
ENSMUSG00000052151,Ppap2c,1,349,NE,Nonessential
ENSMUSG00000052155,Acvr2a,1,349,E,Essential
ENSMUSG00000052160,Pld4,1,349,NE,Nonessential
ENSMUSG00000052212,Cd177,1,349,NE,Nonessential
ENSMUSG00000052214,Opa3,1,349,E,Essential
ENSMUSG00000052229,Gpr17,1,349,NE,Nonessential
ENSMUSG00000052234,Epx,1,349,NE,Nonessential
ENSMUSG00000052270,Fpr2,1,349,NE,Nonessential
ENSMUSG00000052271,Bhlha15,1,349,E,Essential
ENSMUSG00000052299,Ltn1,1,349,E,Essential
ENSMUSG00000052301,Doc2a,1,349,NE,Nonessential
ENSMUSG00000052310,Slc39a1,1,349,NE,Nonessential
ENSMUSG00000052316,Lrrc15,1,349,NE,Nonessential
ENSMUSG00000052336,Cx3cr1,1,349,NE,Nonessential
ENSMUSG00000052372,Il1rapl1,1,349,NE,Nonessential
ENSMUSG00000052382,Rnase9,1,349,NE,Nonessential
ENSMUSG00000052387,Trpm3,1,349,NE,Nonessential
ENSMUSG00000052396,Mogat2,1,349,NE,Nonessential
ENSMUSG00000052397,Ezr,1,349,E,Essential
ENSMUSG00000052407,4930473A06Rik,1,349,NE,Nonessential
ENSMUSG00000052430,Bmpr1b,1,349,E,Essential
ENSMUSG00000052435,Cebpe,1,349,E,Essential
ENSMUSG00000052456,Asna1,1,349,E,Essential
ENSMUSG00000052496,Pkdrej,1,349,NE,Nonessential
ENSMUSG00000052504,Epha3,1,349,E,Essential
ENSMUSG00000052512,Nav2,1,349,NE,Nonessential
ENSMUSG00000052516,Robo2,1,349,E,Essential
ENSMUSG00000052520,Cyp2j5,1,349,NE,Nonessential
ENSMUSG00000052534,Pbx1,1,349,E,Essential
ENSMUSG00000052557,Gan,1,349,E,Essential
ENSMUSG00000052565,Hist1h1d,1,349,NE,Nonessential
ENSMUSG00000052581,Lrrtm4,1,349,NE,Nonessential
ENSMUSG00000052593,Adam17,1,349,E,Essential
ENSMUSG00000052595,A1cf,1,349,E,Essential
ENSMUSG00000052613,Pcdh15,1,349,NE,Nonessential
ENSMUSG00000052616,Ccdc79,1,349,E,Essential
ENSMUSG00000052656,Rnf103,1,349,NE,Nonessential
ENSMUSG00000052681,Rap1b,1,349,E,Essential
ENSMUSG00000052684,Jun,1,349,E,Essential
ENSMUSG00000052698,Tln2,1,349,NE,Nonessential
ENSMUSG00000052707,Tnrc6a,1,349,E,Essential
ENSMUSG00000052712,BC004004,1,349,NE,Nonessential
ENSMUSG00000052726,Kcnt2,1,349,NE,Nonessential
ENSMUSG00000052727,Mtap1b,1,349,E,Essential
ENSMUSG00000052751,Repin1,1,349,NE,Nonessential
ENSMUSG00000052783,Grk4,1,349,NE,Nonessential
ENSMUSG00000052812,Atad2b,1,349,NE,Nonessential
ENSMUSG00000052819,Best2,1,349,NE,Nonessential
ENSMUSG00000052821,Cysltr1,1,349,NE,Nonessential
ENSMUSG00000052852,Reep1,1,349,NE,Nonessential
ENSMUSG00000052854,Nrk,1,349,E,Essential
ENSMUSG00000052889,Prkcb,1,349,NE,Nonessential
ENSMUSG00000052911,Lamb2,1,349,E,Essential
ENSMUSG00000052917,Senp7,1,349,NE,Nonessential
ENSMUSG00000052920,Prkg1,1,349,E,Essential
ENSMUSG00000052921,Arhgef15,1,349,E,Essential
ENSMUSG00000052934,1110003O08Rik,1,349,NE,Nonessential
ENSMUSG00000052942,Glis3,1,349,E,Essential
ENSMUSG00000052955,Cpvl,1,349,E,Essential
ENSMUSG00000052957,Gas1,1,349,E,Essential
ENSMUSG00000052974,Cyp2f2,1,349,NE,Nonessential
ENSMUSG00000052997,Uba2,1,349,E,Essential
ENSMUSG00000053004,Hrh1,1,349,NE,Nonessential
ENSMUSG00000053007,9430076C15Rik,1,349,E,Essential
ENSMUSG00000053024,Cntn2,1,349,NE,Nonessential
ENSMUSG00000053025,Sv2b,1,349,NE,Nonessential
ENSMUSG00000053030,Spink2,1,349,NE,Nonessential
ENSMUSG00000053040,Aph1c,1,349,NE,Nonessential
ENSMUSG00000053044,Cd8b1,1,349,NE,Nonessential
ENSMUSG00000053046,Brsk2,1,349,NE,Nonessential
ENSMUSG00000053062,Jam2,1,349,NE,Nonessential
ENSMUSG00000053063,Clec12a,1,349,NE,Nonessential
ENSMUSG00000053110,Yap1,1,349,E,Essential
ENSMUSG00000053113,Socs3,1,349,E,Essential
ENSMUSG00000053119,Vps24,1,349,E,Essential
ENSMUSG00000053129,Gsx1,1,349,E,Essential
ENSMUSG00000053134,Supt7l,1,349,E,Essential
ENSMUSG00000053137,Mapk11,1,349,NE,Nonessential
ENSMUSG00000053141,Ptprt,1,349,NE,Nonessential
ENSMUSG00000053153,Spag16,1,349,E,Essential
ENSMUSG00000053158,Fes,1,349,E,Essential
ENSMUSG00000053161,Wdr69,1,349,NE,Nonessential
ENSMUSG00000053164,Gpr21,1,349,NE,Nonessential
ENSMUSG00000053175,Bcl3,1,349,NE,Nonessential
ENSMUSG00000053181,A830005F24Rik,1,349,NE,Nonessential
ENSMUSG00000053198,Prx,1,349,NE,Nonessential
ENSMUSG00000053205,Styx,1,349,E,Essential
ENSMUSG00000053226,Dand5,1,349,E,Essential
ENSMUSG00000053253,Ndfip2,1,349,NE,Nonessential
ENSMUSG00000053268,Dspp,1,349,NE,Nonessential
ENSMUSG00000053279,Aldh1a1,1,349,NE,Nonessential
ENSMUSG00000053286,1190005F20Rik,1,349,NE,Nonessential
ENSMUSG00000053289,Ddx10,1,349,NE,Nonessential
ENSMUSG00000053310,Nrgn,1,349,NE,Nonessential
ENSMUSG00000053318,Slamf8,1,349,NE,Nonessential
ENSMUSG00000053368,Rxfp2,1,349,E,Essential
ENSMUSG00000053388,Trim50,1,349,NE,Nonessential
ENSMUSG00000053395,Cacng8,1,349,NE,Nonessential
ENSMUSG00000053398,Phgdh,1,349,E,Essential
ENSMUSG00000053399,Adamts18,1,349,NE,Nonessential
ENSMUSG00000053411,Cbx7,1,349,NE,Nonessential
ENSMUSG00000053414,Hunk,1,349,NE,Nonessential
ENSMUSG00000053436,Mapk14,1,349,E,Essential
ENSMUSG00000053441,Adamts19,1,349,NE,Nonessential
ENSMUSG00000053460,Ggcx,1,349,E,Essential
ENSMUSG00000053469,Tg,1,349,NE,Nonessential
ENSMUSG00000053470,Kdm3a,1,349,E,Essential
ENSMUSG00000053475,Tnfaip6,1,349,E,Essential
ENSMUSG00000053477,Tcf4,1,349,E,Essential
ENSMUSG00000053483,Usp21,1,349,NE,Nonessential
ENSMUSG00000053510,Nrd1,1,349,E,Essential
ENSMUSG00000053519,Kcnip1,1,349,NE,Nonessential
ENSMUSG00000053522,Lgals7,1,349,NE,Nonessential
ENSMUSG00000053536,Cstf2t,1,349,E,Essential
ENSMUSG00000053580,Tanc2,1,349,E,Essential
ENSMUSG00000053581,Zfand2a,1,349,NE,Nonessential
ENSMUSG00000053604,Rpia,1,349,E,Essential
ENSMUSG00000053617,Sh3pxd2a,1,349,E,Essential
ENSMUSG00000053626,Tll1,1,349,E,Essential
ENSMUSG00000053644,Aldh7a1,1,349,NE,Nonessential
ENSMUSG00000053646,Plxnb1,1,349,NE,Nonessential
ENSMUSG00000053647,Gpr30,1,349,NE,Nonessential
ENSMUSG00000053684,BC048403,1,349,NE,Nonessential
ENSMUSG00000053716,Dusp7,1,349,NE,Nonessential
ENSMUSG00000053754,Chd8,1,349,E,Essential
ENSMUSG00000053768,Chchd3,1,349,E,Essential
ENSMUSG00000053773,Rdh8,1,349,NE,Nonessential
ENSMUSG00000053797,Krt16,1,349,E,Essential
ENSMUSG00000053799,Exoc6,1,349,E,Essential
ENSMUSG00000053819,Camk2d,1,349,NE,Nonessential
ENSMUSG00000053846,Lipg,1,349,NE,Nonessential
ENSMUSG00000053856,Dnajc5g,1,349,NE,Nonessential
ENSMUSG00000053863,Mepe,1,349,NE,Nonessential
ENSMUSG00000053886,Sh2d4a,1,349,NE,Nonessential
ENSMUSG00000053897,Slc39a8,1,349,E,Essential
ENSMUSG00000053907,Mat2a,1,349,E,Essential
ENSMUSG00000053914,Kdm4d,1,349,NE,Nonessential
ENSMUSG00000053977,Cd8a,1,349,NE,Nonessential
ENSMUSG00000054003,Tdrd9,1,349,E,Essential
ENSMUSG00000054008,Ndst1,1,349,E,Essential
ENSMUSG00000054021,Sirt5,1,349,NE,Nonessential
ENSMUSG00000054051,Ercc6,1,349,NE,Nonessential
ENSMUSG00000054065,Pkp3,1,349,NE,Nonessential
ENSMUSG00000054072,Iigp1,1,349,NE,Nonessential
ENSMUSG00000054074,2810030E01Rik,1,349,E,Essential
ENSMUSG00000054099,Slc25a40,1,349,NE,Nonessential
ENSMUSG00000054115,Skp2,1,349,NE,Nonessential
ENSMUSG00000054128,H2-T3,1,349,NE,Nonessential
ENSMUSG00000054162,Spock3,1,349,NE,Nonessential
ENSMUSG00000054169,Ceacam10,1,349,NE,Nonessential
ENSMUSG00000054191,Klf1,1,349,E,Essential
ENSMUSG00000054196,Cthrc1,1,349,NE,Nonessential
ENSMUSG00000054199,Gon4l,1,349,NE,Nonessential
ENSMUSG00000054200,Gpr120,1,349,NE,Nonessential
ENSMUSG00000054206,Gzmm,1,349,NE,Nonessential
ENSMUSG00000054252,Fgfr3,1,349,E,Essential
ENSMUSG00000054256,Msi1,1,349,E,Essential
ENSMUSG00000054263,Lifr,1,349,E,Essential
ENSMUSG00000054309,Cpsf3,1,349,E,Essential
ENSMUSG00000054321,Taf4b,1,349,E,Essential
ENSMUSG00000054342,Kcnn4,1,349,NE,Nonessential
ENSMUSG00000054360,Bsx,1,349,NE,Nonessential
ENSMUSG00000054362,BC055111,1,349,E,Essential
ENSMUSG00000054364,Rhob,1,349,NE,Nonessential
ENSMUSG00000054385,Ceacam2,1,349,NE,Nonessential
ENSMUSG00000054387,Mdm4,1,349,E,Essential
ENSMUSG00000054405,Dnajc8,1,349,E,Essential
ENSMUSG00000054414,Slc30a7,1,349,NE,Nonessential
ENSMUSG00000054422,Fabp1,1,349,NE,Nonessential
ENSMUSG00000054423,Cadps,1,349,E,Essential
ENSMUSG00000054428,Atpif1,1,349,NE,Nonessential
ENSMUSG00000054435,Gimap4,1,349,NE,Nonessential
ENSMUSG00000054446,Cpa1,1,349,NE,Nonessential
ENSMUSG00000054452,Aes,1,349,E,Essential
ENSMUSG00000054455,Vapb,1,349,NE,Nonessential
ENSMUSG00000054469,Lclat1,1,349,NE,Nonessential
ENSMUSG00000054477,Kcnn2,1,349,E,Essential
ENSMUSG00000054509,Parp4,1,349,NE,Nonessential
ENSMUSG00000054517,Trim65,1,349,NE,Nonessential
ENSMUSG00000054520,Sh3bp2,1,349,E,Essential
ENSMUSG00000054555,Adam12,1,349,E,Essential
ENSMUSG00000054580,Pla2r1,1,349,NE,Nonessential
ENSMUSG00000054582,Pabpc1l,1,349,E,Essential
ENSMUSG00000054594,Oscar,1,349,NE,Nonessential
ENSMUSG00000054611,Kdm2a,1,349,E,Essential
ENSMUSG00000054612,Mgmt,1,349,NE,Nonessential
ENSMUSG00000054640,Slc8a1,1,349,E,Essential
ENSMUSG00000054641,Mmrn1,1,349,E,Essential
ENSMUSG00000054667,Irs4,1,349,NE,Nonessential
ENSMUSG00000054672,5830411N06Rik,1,349,NE,Nonessential
ENSMUSG00000054675,Tmem119,1,349,NE,Nonessential
ENSMUSG00000054693,Adam10,1,349,E,Essential
ENSMUSG00000054717,Hmgb2,1,349,NE,Nonessential
ENSMUSG00000054733,Msra,1,349,E,Essential
ENSMUSG00000054737,Zfp182,1,349,NE,Nonessential
ENSMUSG00000054764,Mtnr1a,1,349,NE,Nonessential
ENSMUSG00000054792,Klhl18,1,349,NE,Nonessential
ENSMUSG00000054808,Actn4,1,349,E,Essential
ENSMUSG00000054814,Usp46,1,349,NE,Nonessential
ENSMUSG00000054823,Whsc1l1,1,349,E,Essential
ENSMUSG00000054874,Pcnxl3,1,349,NE,Nonessential
ENSMUSG00000054889,Dsp,1,349,E,Essential
ENSMUSG00000054892,Txk,1,349,NE,Nonessential
ENSMUSG00000054932,Afp,1,349,E,Essential
ENSMUSG00000054934,Kcnmb4,1,349,NE,Nonessential
ENSMUSG00000054942,Fam73a,1,349,NE,Nonessential
ENSMUSG00000055013,Agap1,1,349,E,Essential
ENSMUSG00000055022,Cntn1,1,349,E,Essential
ENSMUSG00000055024,Ep300,1,349,E,Essential
ENSMUSG00000055027,Smyd1,1,349,E,Essential
ENSMUSG00000055044,Pdlim1,1,349,NE,Nonessential
ENSMUSG00000055053,Nfic,1,349,E,Essential
ENSMUSG00000055065,Ddx17,1,349,E,Essential
ENSMUSG00000055078,Gabra5,1,349,NE,Nonessential
ENSMUSG00000055116,Arntl,1,349,E,Essential
ENSMUSG00000055148,Klf2,1,349,E,Essential
ENSMUSG00000055170,Ifng,1,349,E,Essential
ENSMUSG00000055197,Fev,1,349,E,Essential
ENSMUSG00000055204,Ankrd17,1,349,E,Essential
ENSMUSG00000055210,Foxd2,1,349,NE,Nonessential
ENSMUSG00000055214,Pld5,1,349,NE,Nonessential
ENSMUSG00000055239,Kcmf1,1,349,E,Essential
ENSMUSG00000055254,Ntrk2,1,349,E,Essential
ENSMUSG00000055301,Adh7,1,349,NE,Nonessential
ENSMUSG00000055302,Mrfap1,1,349,NE,Nonessential
ENSMUSG00000055319,Sec23ip,1,349,NE,Nonessential
ENSMUSG00000055320,Tead1,1,349,E,Essential
ENSMUSG00000055322,Tns1,1,349,NE,Nonessential
ENSMUSG00000055333,Fat2,1,349,NE,Nonessential
ENSMUSG00000055368,Slc6a2,1,349,NE,Nonessential
ENSMUSG00000055371,Stam2,1,349,NE,Nonessential
ENSMUSG00000055373,Fut9,1,349,NE,Nonessential
ENSMUSG00000055385,Rnf212,1,349,E,Essential
ENSMUSG00000055407,Mtap6,1,349,E,Essential
ENSMUSG00000055408,,1,349,NE,Nonessential
ENSMUSG00000055409,Nell1,1,349,E,Essential
ENSMUSG00000055435,Maf,1,349,E,Essential
ENSMUSG00000055447,Cd47,1,349,E,Essential
ENSMUSG00000055471,Alk,1,349,NE,Nonessential
ENSMUSG00000055491,Pprc1,1,349,E,Essential
ENSMUSG00000055493,Epm2a,1,349,E,Essential
ENSMUSG00000055515,Vmn2r81,1,349,NE,Nonessential
ENSMUSG00000055523,Gucy2g,1,349,NE,Nonessential
ENSMUSG00000055540,Epha6,1,349,NE,Nonessential
ENSMUSG00000055541,Lair1,1,349,NE,Nonessential
ENSMUSG00000055546,Timd4,1,349,NE,Nonessential
ENSMUSG00000055553,2810422J05Rik,1,349,NE,Nonessential
ENSMUSG00000055560,Zfp459,1,349,E,Essential
ENSMUSG00000055561,Spink5,1,349,E,Essential
ENSMUSG00000055609,Hba-x,1,349,E,Essential
ENSMUSG00000055639,Dach1,1,349,E,Essential
ENSMUSG00000055653,Gpc3,1,349,E,Essential
ENSMUSG00000055670,Zzef1,1,349,NE,Nonessential
ENSMUSG00000055723,Rras2,1,349,NE,Nonessential
ENSMUSG00000055725,Paqr3,1,349,NE,Nonessential
ENSMUSG00000055737,Ghr,1,349,E,Essential
ENSMUSG00000055782,Abcd2,1,349,NE,Nonessential
ENSMUSG00000055799,Tcf7l1,1,349,E,Essential
ENSMUSG00000055809,6030429G01Rik,1,349,NE,Nonessential
ENSMUSG00000055817,Mta3,1,349,NE,Nonessential
ENSMUSG00000055866,Per2,1,349,E,Essential
ENSMUSG00000055874,Foxi3,1,349,E,Essential
ENSMUSG00000055884,Fancm,1,349,E,Essential
ENSMUSG00000055917,Zfp277,1,349,NE,Nonessential
ENSMUSG00000055932,Fto,1,349,E,Essential
ENSMUSG00000055978,Fut2,1,349,NE,Nonessential
ENSMUSG00000055980,Irs1,1,349,E,Essential
ENSMUSG00000055994,Nod2,1,349,NE,Nonessential
ENSMUSG00000056035,Cyp3a11,1,349,NE,Nonessential
ENSMUSG00000056043,Rgs9bp,1,349,NE,Nonessential
ENSMUSG00000056050,Mia3,1,349,E,Essential
ENSMUSG00000056054,S100a8,1,349,E,Essential
ENSMUSG00000056055,Sag,1,349,NE,Nonessential
ENSMUSG00000056071,S100a9,1,349,NE,Nonessential
